SEQNUM,date,death,deathIncrease,inIcuCumulative,inIcuCurrently,hospitalizedIncrease,hospitalizedCurrently,hospitalizedCumulative,negative,negativeIncrease,onVentilatorCumulative,onVentilatorCurrently,positive,positiveIncrease,states,totalTestResults,totalTestResultsIncrease,,
234,9/2/2020,177540,1035,17784,7091,1521,35660,328023,41206100,331571,1918,2027,6053340,30655,56,87458900,791209,,
235,9/3/2020,178612,1072,17894,6923,1488,34753,329511,41593100,386962,1928,2038,6097980,44643,56,88366000,907016,,
236,9/4/2020,179611,999,18012,6922,1249,34177,330760,41951600,358499,1943,1998,6149580,51600,56,89455800,1089890,,
237,9/5/2020,180537,926,18089,6766,1173,33626,331933,42331100,379522,1956,1956,6194440,44860,56,90421600,965735,,
238,9/6/2020,180989,452,18125,6700,499,32497,332432,42646900,315811,1960,1912,6227470,33033,56,91181000,759445,,
239,9/7/2020,181216,227,18156,6630,474,32116,332906,42951900,304950,1967,1879,6255590,28117,56,91836300,655224,,
240,9/8/2020,181563,347,18189,6543,934,32339,333840,43195600,243774,1975,1881,6277900,22310,56,92417500,581229,,
241,9/9/2020,182651,1088,18322,6659,1970,32653,335810,43511000,315323,1994,1906,6308630,30733,56,93155900,738462,,
242,9/10/2020,183812,1161,18453,6522,1498,32521,337308,43871600,360631,2008,1923,6346040,37409,56,93982100,826176,,
243,9/11/2020,184827,1015,18549,6376,1510,31530,338818,44304200,432643,2031,1716,6390740,44698,56,94921900,939749,,
244,9/12/2020,185644,817,18648,6451,1145,30758,339963,44686500,382218,2051,1619,6432590,41850,56,95907100,985219,,
245,9/13/2020,186036,392,18692,6233,545,29921,340508,45021400,334958,2056,1562,6467170,34579,56,96692300,785169,,
246,9/14/2020,186443,407,18748,6249,912,30071,341420,45422400,400935,2061,1513,6500740,33572,56,97546500,854291,,
247,9/15/2020,187477,1034,18847,6308,1484,30427,342904,45764200,341843,2071,1574,6535520,34778,56,98384300,837722,,
248,9/16/2020,188667,1190,18961,6303,1461,30345,344365,46103100,338879,2090,1647,6575840,40319,56,99218800,834580,,
249,9/17/2020,189547,880,19057,6285,1549,30035,345914,46523700,420589,2092,1662,6619480,43642,56,100198000,979122,,
250,9/18/2020,190448,901,19163,6175,1423,29651,347337,47002600,478884,2107,1608,6666370,46889,56,101281000,1083280,,
251,9/19/2020,191195,747,19243,6163,1051,29185,348388,47451000,448470,2111,1577,6712040,45668,56,102417000,1136190,,
252,9/20/2020,191522,327,19281,6100,1216,28724,349604,47848800,397752,2112,1595,6747570,35533,56,103404000,986826,,
253,9/21/2020,191803,281,19353,6138,1064,28849,350668,48169700,320880,2116,1570,6786730,39162,56,104178000,774023,,
254,9/22/2020,192662,859,19324,6188,1534,29645,352202,48527900,358273,2130,1558,6835720,48986,56,105071000,892578,,
255,9/23/2020,193818,1156,19452,6200,1454,30015,353656,48898800,370859,2154,1545,6875220,39498,56,106076000,1005050,,
256,9/24/2020,194756,938,19555,6274,1484,30159,355140,49334400,435595,2177,1560,6918560,43341,56,107082000,1006280,,
257,9/25/2020,195603,847,19919,6220,1322,29888,356462,49814900,480492,2264,1508,6973790,55237,56,108223000,1140840,,
258,9/26/2020,196476,873,20002,6143,1225,29670,357687,50274700,459833,2272,1509,7021060,47268,56,109342000,1118580,,
259,9/27/2020,196786,310,20050,6170,1321,29579,359008,50615300,340575,2277,1511,7056050,34990,56,110271000,928985,,
260,9/28/2020,197032,246,20121,6048,1181,29696,360189,51069400,454121,2285,1513,7091430,35376,56,111305000,1034830,,
261,9/29/2020,197756,724,20247,6172,1673,30601,361862,51394400,325008,2298,1497,7128190,36766,56,112282000,976306,,
262,9/30/2020,198820,1064,20390,6241,1618,31021,363480,51773300,378871,2319,1510,7173100,44909,56,113241000,958978,,
263,10/1/2020,199682,862,20492,6262,1757,30942,365237,52164400,391166,2334,1543,7218820,45720,56,114243000,1002060,,
264,10/2/2020,200524,842,20612,6195,1443,30880,366680,52734200,569771,2348,1534,7268250,49427,56,115237000,994516,,
265,10/3/2020,201262,738,20686,6073,1088,30209,367768,53089100,354909,2358,1501,7319120,50874,56,116234000,996957,,
266,10/4/2020,201642,380,20729,6056,663,30063,368431,53509300,420158,2362,1485,7357290,38165,56,117234000,999768,,
267,10/5/2020,201973,331,20812,6292,1447,31426,369878,54007100,497796,2370,1514,7395040,37752,56,118231000,997036,,
268,10/6/2020,202586,613,20973,6490,1646,32726,371524,54341500,334396,2388,1609,7433890,38846,56,119174000,942647,,
269,10/7/2020,203515,929,21112,6591,2138,33565,373662,54724700,383247,2410,1650,7485100,51216,56,120235000,1061150,,
270,10/8/2020,204494,979,21217,6694,2134,34446,375796,54951400,226637,2427,1638,7540410,55308,56,121455000,1219920,,
271,10/9/2020,205407,913,21389,6775,1735,34974,377531,55451000,499689,2437,1651,7597400,56993,56,122716000,1261180,,
272,10/10/2020,206098,691,21512,6752,1486,34700,379017,55937100,486053,2451,1667,7655040,57635,56,123986000,1270090,,
273,10/11/2020,206569,471,21553,6749,981,34609,379998,56297000,359942,2454,1646,7701710,46672,56,125069000,1083460,,
274,10/12/2020,206854,285,21625,6860,1106,35148,381104,56786900,489836,2464,1663,7744940,43234,56,126102000,1032730,,
275,10/13/2020,207572,718,21735,7104,2058,36171,383162,57185400,398528,2485,1757,7791920,46979,56,127202000,1099400,,
276,10/14/2020,208373,801,21889,7236,2437,37184,385599,57475100,289688,2516,1775,7849160,57240,56,128297000,1095900,,
277,10/15/2020,209301,928,22051,7303,2010,37423,387609,57935300,460227,2531,1773,7912800,63641,56,129467000,1169910,,
278,10/16/2020,210192,891,22202,7333,1866,37479,389475,58446700,511421,2547,1740,7981310,68505,56,130718000,1250160,,
279,10/17/2020,210972,780,22320,7466,1546,37474,391021,58912100,465369,2553,1791,8038980,57675,56,132060000,1342420,,
280,10/18/2020,211377,405,22391,7383,1776,36536,392797,59265000,352861,2557,1762,8086940,47957,56,133116000,1056120,,
281,10/19/2020,211820,443,22475,8063,1605,37976,394402,59897000,632065,2577,1804,8144590,57650,56,134241000,1125060,,
282,10/20/2020,212653,833,22662,8206,2309,39391,396711,60268900,371850,2593,2042,8205170,60574,56,135252000,1010640,,
283,10/21/2020,213681,1028,22855,8291,2123,40397,398834,60637500,368638,2622,2083,8266880,61710,56,136287000,1035030,,
284,10/22/2020,214798,1117,23018,8180,2505,41114,401339,61163200,525631,2641,2147,8340290,73419,56,137583000,1296380,,
285,10/23/2020,215747,949,23221,8342,2006,41614,403345,61724200,561068,2679,2180,8422870,82575,56,139007000,1423960,,
286,10/24/2020,216643,896,23356,8675,1822,42087,405167,62195400,471136,2691,2230,8506660,83792,56,140351000,1343820,,
287,10/25/2020,217034,391,23420,8590,1076,41883,406243,62620800,425466,2693,2176,8571130,64471,56,141555000,1203750,,
288,10/26/2020,217431,397,23542,8946,1697,42988,407940,63189600,568807,2703,2300,8634560,63430,56,142775000,1220000,,
289,10/27/2020,218353,922,23701,8985,2290,44391,410230,63571900,382308,2719,2283,8706820,72255,56,143891000,1116470,,
290,10/28/2020,219400,1047,23883,9133,2461,45214,412691,64043200,471260,2744,2354,8786520,79700,56,145075000,1183710,,
291,10/29/2020,220460,1060,24082,9320,2321,46191,415012,64600600,557364,2760,2399,8875880,89365,56,146457000,1382390,,
292,10/30/2020,221407,947,24230,9550,2403,46880,417415,65079000,478478,2776,2477,8973820,97942,56,147879000,1421780,,
293,10/31/2020,222365,958,24375,9613,2116,47486,419531,65614500,535428,2786,2502,9065120,91294,56,149321000,1442000,,
294,11/1/2020,222775,410,24457,9665,1166,47615,420697,65983200,368695,2797,2553,9207090,141973,56,150470000,1148420,,
295,11/2/2020,223250,475,24560,9957,1399,48750,422096,66602000,618861,2809,2633,9290550,83454,56,151784000,1314760,,
296,11/3/2020,224767,1517,24796,10538,3135,50509,425231,67033700,431719,2833,2734,9410490,119949,56,153015000,1230420,,
297,11/4/2020,225898,1131,25041,10892,3107,52166,428338,67452500,418763,2853,2832,9516490,105996,56,154328000,1313780,,
298,11/5/2020,227052,1154,25276,11050,2553,53380,430891,68033100,580576,2872,2876,9635510,119023,56,155970000,1641620,,
299,11/6/2020,228237,1185,25498,11213,3121,55005,434012,68589400,556319,2885,2850,9765500,129990,56,157668000,1698170,,
300,11/7/2020,229362,1125,25721,11215,2341,56037,436353,69138900,549533,2898,2947,9897620,132113,56,159102000,1434110,,
301,11/8/2020,229875,513,25819,11223,1467,56942,437820,69553300,414407,2900,2977,10010100,112445,56,160347000,1244300,,
302,11/9/2020,230452,577,26087,11636,2176,59342,439996,70253800,700438,2907,3111,10128500,118403,56,161822000,1475160,,
303,11/10/2020,231810,1358,26335,12057,4070,62119,444066,70687400,433576,2922,3202,10264000,135569,56,163187000,1364880,,
304,11/11/2020,233387,1577,26584,12626,3281,65549,447347,71234900,547556,2947,3365,10413400,149333,56,164672000,1485550,,
305,11/12/2020,234499,1112,26803,12917,3562,67236,450909,71787700,552747,2954,3622,10570900,157542,56,166272000,1599990,,
306,11/13/2020,235800,1301,26997,13280,3673,68585,454582,72415100,627471,2967,3766,10745500,174633,56,168007000,1734670,,
307,11/14/2020,237153,1353,27172,13491,3468,69588,458050,72986800,571664,2972,3945,10913300,167726,56,169750000,1742590,,
308,11/15/2020,237865,712,27269,13849,3426,70202,461476,73562900,576065,2975,3939,11060300,147062,56,171350000,1600620,,
309,11/16/2020,238472,607,27437,14471,2907,73320,464383,74199100,636242,2988,4156,11210300,149977,56,172914000,1563970,,
310,11/17/2020,240025,1553,27681,15009,3887,77047,468270,74744600,545450,3004,4379,11370100,159826,56,174540000,1625500,,
311,11/18/2020,241910,1885,27989,15557,4352,79478,472622,75356900,612304,3024,4699,11538400,168220,56,176228000,1688470,,
312,11/19/2020,243920,2010,28216,15759,4456,80669,477078,75981400,624571,3052,4860,11726300,187932,56,178069000,1841360,,
313,11/20/2020,245830,1910,28472,16146,3903,82318,480981,76720200,738811,3078,5058,11923400,197164,56,180043000,1974020,,
314,11/21/2020,247381,1551,28693,16264,3375,83346,484356,77396000,675743,3087,5103,12109800,186385,56,182132000,2088620,,
315,11/22/2020,248304,923,28828,16411,2291,83882,486647,77974200,578177,3094,5233,12264000,154188,56,183938000,1805800,,
316,11/23/2020,249157,853,28990,17060,2835,85945,489482,78690800,716643,3106,5455,12418700,154696,56,185713000,1774850,,
317,11/24/2020,251248,2091,29245,17317,4685,88132,494167,79298600,607785,3123,5626,12585200,166503,56,187549000,1835960,,
318,11/25/2020,253529,2281,29540,17738,4538,90043,498705,79977300,678709,3147,5987,12773700,188496,56,189413000,1864380,,
319,11/26/2020,254921,1392,29673,18019,2333,90564,501038,80318100,340800,3153,5986,12903500,129764,56,190778000,1364900,,
320,11/27/2020,256325,1404,29858,18056,3418,89913,504456,81116400,798256,3171,6028,13102400,198874,56,192858000,2079890,,
321,11/28/2020,257568,1243,30109,18249,3485,91762,507941,81676100,559770,3179,6148,13253800,151469,56,194514000,1655750,,
322,11/29/2020,258393,825,30274,18437,2429,93357,510370,82038800,362709,3184,6245,13391100,137254,56,195829000,1314940,,
323,11/30/2020,259430,1037,30469,18807,3394,96134,513764,82769900,731023,3205,6520,13541100,150031,56,197463000,1634110,,
324,12/1/2020,261919,2489,30749,19292,4916,98736,518680,83287900,518053,3223,6643,13722300,181183,56,198949000,1486250,,
325,12/2/2020,264730,2811,31038,19687,5238,100327,523918,83879100,591144,3252,6855,13925700,203429,56,200545000,1595760,,
326,12/3/2020,267552,2822,31276,19714,5369,100746,529287,84505700,626608,3280,6871,14142000,216271,56,202478000,1933570,,
327,12/4/2020,270115,2563,31608,19853,4654,101309,533941,85117800,612167,3305,6992,14372300,230313,56,204387000,1908340,,
328,12/5/2020,272601,2486,31831,19947,3513,101192,537454,85744700,626881,3321,7006,14591400,219070,56,206169000,1782700,,
329,12/6/2020,273764,1163,31946,20145,2311,101501,539765,86370500,625821,3322,7095,14774000,182580,56,207829000,1659240,,
330,12/7/2020,275055,1291,32120,20097,3461,102122,543226,87030100,659561,3328,7067,14955900,181897,56,209601000,1772860,,
331,12/8/2020,277735,2680,32406,20475,4410,104637,547636,87586300,556192,3359,7251,15173700,217844,56,211290000,1689080,,
332,12/9/2020,280904,3169,32720,20903,5300,106671,552936,88226300,639996,3376,7621,15390400,216728,56,213128000,1837400,,
333,12/10/2020,284036,3132,32919,21024,4450,107300,557386,88814800,588528,3394,7444,15611300,220846,56,215057000,1928970,,
334,12/11/2020,286783,2747,33237,21012,5411,108101,562797,89552600,737772,3424,7488,15848200,236933,56,217079000,2022170,,
335,12/12/2020,289280,2497,33419,21198,3789,108461,566586,90037600,484998,3430,7515,16075100,226904,56,218954000,1874910,,
336,12/13/2020,290781,1501,33494,21230,2314,109298,568900,90551300,513763,3432,7535,16262400,187251,56,220766000,1812450,,
337,12/14/2020,292138,1357,33693,21458,3461,110573,572361,91413400,862069,3442,7699,16455600,193286,56,222894000,2127480,,
338,12/15/2020,295062,2924,33958,21897,4430,112816,576791,92002100,588741,3460,7702,16648900,193218,56,224726000,1832330,,
339,12/16/2020,298515,3453,34237,21943,4776,113257,581567,92584800,582624,3488,7782,16883100,234288,56,226566000,1840320,,
340,12/17/2020,301980,3465,34485,21912,5167,114492,586734,93115800,531036,3504,7848,17126100,242970,56,228468000,1901870,,
341,12/18/2020,304846,2866,34716,21745,5214,113955,591948,93921000,805210,3519,7786,17367900,241786,56,230327000,1858810,,
342,12/19/2020,307554,2708,34949,21692,3429,113914,595377,94366200,445160,3529,7786,17572800,204873,56,232132000,1804790,,
343,12/20/2020,309222,1668,35030,21763,2382,113601,597759,94822100,455908,3530,7695,17770300,197494,56,233955000,1822940,,
344,12/21/2020,310702,1480,35178,21884,3111,115358,600870,95636100,814028,3539,7783,17949700,179406,56,236010000,2055230,,
345,12/22/2020,313839,3137,35428,22213,4567,117777,605437,96114800,478685,3554,7830,18142700,193008,56,237768000,1758090,,
346,12/23/2020,317232,3393,35695,22489,4795,119463,610232,96642200,527370,3579,7819,18367200,224526,56,239549000,1780320,,
347,12/24/2020,320190,2958,35899,22623,4289,120200,614521,97148200,506039,3587,7792,18573900,206684,56,241521000,1972860,,
348,12/25/2020,321743,1553,35945,22418,2047,118948,616568,97458400,310214,3592,7831,18700700,126796,56,242938000,1416140,,
349,12/26/2020,323169,1426,36038,22373,2292,117344,618860,98117800,659398,3593,7809,18891300,190594,56,245095000,2157580,,
350,12/27/2020,324566,1397,36164,22447,2302,118720,621162,98414900,297044,3604,7878,19044800,153540,56,246466000,1370750,,
351,12/28/2020,326056,1490,36308,22579,3723,121202,624885,99038200,623308,3612,7948,19209000,164127,56,247959000,1493300,,
352,12/29/2020,329345,3289,36583,22838,5261,124686,630146,99387400,349252,3635,7885,19408600,199679,56,249281000,1322230,,
353,12/30/2020,333245,3900,36855,23069,5514,125220,635660,99806100,418642,3653,7930,19638100,229496,56,250849000,1568070,,
354,12/31/2020,336542,3297,37066,23097,4348,125423,640008,100303000,496939,3672,8004,19864400,226246,56,252635000,1785820,,
355,1/1/2021,339134,2592,37196,23255,4550,125047,644558,100616000,312567,3681,7990,20047300,182906,56,254031000,1395410,,
356,1/2/2021,341540,2406,37309,23133,3051,123614,647609,101153000,537726,3684,7910,20327600,280318,56,256135000,2104010,,
357,1/3/2021,342995,1455,37433,23243,2226,125562,649835,101488000,334242,3688,7939,20536100,208457,56,257564000,1429570,,
358,1/4/2021,344542,1547,37586,23435,3892,128210,653727,102015000,527737,3692,7930,20715600,179571,56,259146000,1581750,,
359,1/5/2021,348026,3484,37841,23509,4290,131195,658017,102692000,677123,3718,7976,20934700,219075,56,260861000,1714810,,
360,1/6/2021,351928,3902,38064,23708,6607,132474,664624,103186000,493339,3739,7946,21184900,250184,56,262499000,1638280,,
361,1/7/2021,356007,4079,38236,23821,5312,132370,669936,103760000,573875,3748,7900,21456900,272043,56,264445000,1946260,,
362,1/8/2021,359787,3780,38432,23912,4705,131921,674641,104435000,675322,3756,7908,21752000,295121,56,266609000,2163550,,
363,1/9/2021,363324,3537,38607,23718,6683,130781,681324,105004000,569537,3767,7791,22021400,269368,56,268721000,2111680,,
364,1/10/2021,365392,2068,38706,23640,2413,129223,683737,105469000,464420,3771,7878,22250100,228732,56,270745000,2024550,,
365,1/11/2021,367125,1733,38823,23501,3045,129793,686782,106103000,633776,3773,7786,22445400,195255,56,272612000,1867080,,
366,1/12/2021,371189,4064,39049,23881,4657,131326,691439,106781000,677831,3796,7879,22663400,218020,56,274571000,1958790,,
367,1/13/2021,375276,4087,39248,23857,5312,130391,696751,107266000,485436,3811,7902,22887900,224491,56,276411000,1839630,,
368,1/14/2021,379191,3915,39418,23891,3792,128947,700543,107888000,621766,3829,7878,23113500,225616,56,278455000,2043950,,
369,1/15/2021,382870,3679,39626,23593,4000,127235,704543,108601000,713021,3845,7772,23360000,246454,56,280777000,2322270,,
370,1/16/2021,386579,3709,39797,23524,4039,126139,708582,109108000,507306,3858,7755,23578100,218085,56,282856000,2078820,,
371,1/17/2021,388632,2053,39864,23432,2167,124387,710749,109599000,490957,3860,7797,23765300,187218,56,284749000,1892880,,
372,1/18/2021,390027,1395,39973,23226,2839,123848,713588,110365000,766315,3865,7772,23916100,150792,56,286864000,2115990,,
373,1/19/2021,392168,2141,40103,23029,3206,123820,716794,111012000,646314,3883,7688,24062700,146626,56,288592000,1728000,,
374,1/20/2021,396577,4409,40340,22809,5105,122700,721899,111570000,558282,3897,7564,24251900,189203,56,290416000,1823830,,
375,1/21/2021,400455,3878,40481,22309,4053,119949,725952,112145000,574713,3910,7370,24438200,186275,56,292352000,1935270,,
376,1/22/2021,404435,3980,40687,22008,4325,116264,730277,112773000,627979,3919,7236,24629100,190915,56,294384000,2032710,,
377,1/23/2021,408026,3591,40853,21657,6652,113609,736929,113332000,559167,3941,7110,24806200,177118,56,296353000,1968400,,
378,1/24/2021,409970,1944,40931,21168,1909,110628,738838,113893000,561067,3943,6989,24950500,144234,56,298117000,1764480,,
379,1/25/2021,411563,1593,41028,20875,2515,109936,741353,114428000,535497,3949,6857,25083900,133454,56,299838000,1720880,,
380,1/26/2021,415297,3734,41205,20573,3705,108960,745058,114994000,565751,3976,6832,25230400,146448,56,301563000,1725080,,
381,1/27/2021,419374,4077,41402,20497,4134,107444,749192,115513000,518507,3985,6806,25384300,153985,56,303218000,1654460,,
382,1/28/2021,423385,4011,41588,20113,3500,104303,752692,116091000,578279,4000,6642,25541600,157306,56,305169000,1951290,,
383,1/29/2021,426888,3503,41758,19609,2835,101003,755527,116697000,605845,4011,6483,25708800,167111,56,307121000,1952300,,
384,1/30/2021,429870,2982,41872,19130,3147,97561,758674,117226000,529064,4016,6329,25857600,148824,56,309279000,2157700,,
385,1/31/2021,431929,2059,41934,18968,2171,95013,760845,117647000,421100,4019,6291,25976900,119367,56,310995000,1716060,,
386,2/1/2021,433491,1562,41998,18572,1766,93536,762611,118296000,649106,4025,6086,26097100,120200,56,312629000,1633780,,
387,2/2/2021,436977,3486,42148,18388,3285,92880,765896,118657000,361311,4035,6047,26214800,117616,56,314032000,1403000,,
388,2/3/2021,440662,3685,42323,18147,3975,91440,769871,119145000,487679,4044,5920,26331700,116960,56,315475000,1443000,,
389,2/4/2021,445874,5212,42472,17918,3402,88668,773273,119663000,518526,4059,5732,26455600,123907,56,317153000,1678440,,
390,2/5/2021,449417,3543,42626,17284,2940,86373,776213,120259000,595505,4060,5596,26586800,131146,56,319032000,1879110,,
391,2/6/2021,452400,2983,42730,17093,2443,84233,778656,120752000,492928,4078,5475,26700700,113927,56,320880000,1847900,,
392,2/7/2021,454146,1475,42779,16616,1543,81439,826306,68887069,208303,4079,5342,26797326,95994,56,323085257,1498808,,
393,2/8/2021,455455,1309,42833,16174,1638,80055,827944,69029225,142156,4080,5260,26875063,77737,56,324485266,1400009,,
394,2/9/2021,458250,2795,43000,16129,3144,79179,831088,69366393,337168,4092,5216,26968049,92986,56,325973747,1488481,,
395,2/10/2021,461695,3445,43184,15788,3226,76979,834314,69522254,155861,4106,5121,27063243,95194,56,327356456,1382709,,
396,2/11/2021,465568,3873,43291,15190,2460,74225,836774,69782378,260124,4113,4970,27165660,102417,56,329212385,1855929,,
397,2/12/2021,470995,5427,43389,14775,2347,71497,839121,70038361,255983,4126,4849,27266690,101030,56,331024839,1812454,,
398,2/13/2021,474462,3467,43463,14396,1805,69283,840926,70272654,234293,4140,4648,27357332,90642,56,332782447,1757608,,
399,2/14/2021,475828,1366,43516,14047,1236,67023,842162,70444531,171877,4141,4538,27429496,72164,56,334222078,1439631,,
400,2/15/2021,476906,1078,43553,13799,1130,65455,843292,70587919,143388,4143,4454,27484573,55077,56,335345638,1123560,,
401,2/16/2021,478259,1353,43673,13616,2094,64533,845386,70689021,101102,4149,4406,27540885,56312,56,336399336,1053698,,
402,2/17/2021,480607,2348,43823,13103,2857,63405,848243,70922687,233666,4154,4271,27607724,66839,56,337697757,1298421,,
403,2/18/2021,483223,2616,43964,13045,2497,62300,850740,71141178,218491,4178,4180,27674548,66824,56,339043606,1345849,,
404,2/19/2021,485700,2477,44085,12491,2674,59882,853414,71365933,224755,4187,4118,27749224,74676,56,340921639,1878033,,
405,2/20/2021,487860,2160,44166,12120,1732,58222,855146,71507723,141790,4197,3932,27821578,72354,56,342212120,1290481,,
406,2/21/2021,489147,1287,44216,11862,997,56159,856143,71664501,156778,4197,3915,27880280,58702,56,343445115,1232995,,
407,2/22/2021,490382,1235,44266,11536,1305,55403,857448,71788112,123611,4200,3804,27932810,52530,56,344646362,1201247,,
408,2/23/2021,492623,2241,44420,11272,2164,55058,859612,72013379,225267,4214,3755,28001915,69105,56,345840197,1193835,,
409,2/24/2021,495070,2447,44534,11026,2172,54118,861784,72258697,245318,4227,3685,28075173,73258,56,347290863,1450666,,
410,2/25/2021,498208,3138,44636,10846,2047,52669,863831,72530906,272209,4240,3567,28150738,75565,56,349117007,1826144,,
411,2/26/2021,500349,2141,44791,10466,1868,51112,865699,72807735,276829,4247,3466,28225595,74857,56,350920316,1803309,,
412,2/27/2021,502196,1847,44875,10114,1428,48871,867127,73012825,205090,4252,3335,28296840,71245,56,352575495,1655179,,
413,2/28/2021,503247,1051,44907,9802,879,47352,868006,73216424,203599,4252,3245,28351189,54349,56,353983917,1408422,,
414,3/1/2021,504488,1241,44956,9595,1024,46738,869030,73334501,118077,4252,3171,28399281,48092,56,355138357,1154440,,
415,3/2/2021,506216,1728,45084,9465,1871,46388,870901,73590280,255779,4257,3169,28453529,54248,56,356481876,1343519,,
416,3/3/2021,508665,2449,45214,9359,2172,45462,873073,73857281,267001,4260,3094,28520365,66836,56,357888671,1406795,,
417,3/4/2021,510408,1743,45293,8970,1530,44172,874603,74035238,177957,4267,2973,28585852,65487,56,359479655,1590984,,
418,3/5/2021,512629,2221,45373,8634,2781,42541,877384,74307155,271917,4275,2889,28654639,68787,56,361224072,1744417,,
419,3/6/2021,514309,1680,45453,8409,503,41401,877887,74450990,143835,4280,2811,28714654,60015,56,362655064,1430992,,
420,3/7/2021,515151,842,45475,8134,726,40199,878613,74582825,131835,4281,2802,28756489,41835,56,363825123,1170059,,
