date,h1
2/26/20,2
2/27/20,1
2/28/20,2
2/29/20,1
3/1/20,3
3/2/20,3
3/3/20,3
3/4/20,2
3/5/20,4
3/6/20,6
3/7/20,1
3/8/20,4
3/9/20,4
3/10/20,2
3/11/20,6
3/12/20,8
3/13/20,5
3/14/20,8
3/15/20,15
3/16/20,21
3/17/20,24
3/18/20,28
3/19/20,51
3/20/20,70
3/21/20,62
3/22/20,145
3/23/20,101
3/24/20,236
3/25/20,241
3/26/20,313
3/27/20,410
3/28/20,551
3/29/20,505
3/30/20,585
3/31/20,908
4/1/20,1006
4/2/20,1175
4/3/20,1300.238394
4/4/20,1293.344758
4/5/20,1353.916694
4/6/20,1387.773972
4/7/20,1543.288177
4/8/20,2018.756753
4/9/20,2137.940077
4/10/20,2104.261582
4/11/20,2125.700857
4/12/20,2044.460336
4/13/20,1857.682376
4/14/20,2078.910972
4/15/20,2583.666638
4/16/20,2605.39846
4/17/20,2387.565533
4/18/20,2293.278719
4/19/20,1871.951436
4/20/20,1867.440984
4/21/20,2426.447276
4/22/20,2307.894283
4/23/20,2236.11885
4/24/20,2117.240368
4/25/20,2098.032055
4/26/20,1624.590058
4/27/20,1485.441857
4/28/20,1945.616566
4/29/20,2093.674379
4/30/20,2623.649506
5/1/20,2264.27419
5/2/20,1761.257645
5/3/20,1410.856434
5/4/20,1454.838539
5/5/20,1945.108464
5/6/20,2678.673739
5/7/20,2236.053506
5/8/20,2283.678986
5/9/20,1823.946728
5/10/20,1194.362391
5/11/20,1201.267912
5/12/20,1703.027171
5/13/20,2177.977027
5/14/20,1733.434748
5/15/20,1945.487757
5/16/20,1351.766347
5/17/20,752.2409505
5/18/20,940.5305594
5/19/20,1417.39718
5/20/20,1608.808217
5/21/20,1516.563271
5/22/20,1445.095759
5/23/20,976.3989619
5/24/20,776.9434233
5/25/20,714.6428267
5/26/20,1154.835182
5/27/20,1067.900575
5/28/20,1405.54851
5/29/20,1060.662888
5/30/20,884.2587031
5/31/20,668.6607286
6/1/20,337.7634495
6/2/20,1193.417641
6/3/20,1095.562353
6/4/20,1241.317759
6/5/20,712.7592779
6/6/20,724.2818175
6/7/20,544.9511628
6/8/20,472.7557611
6/9/20,1160.165118
6/10/20,855.7933703
6/11/20,874.0556742
6/12/20,691.1396402
6/13/20,674.6172206
6/14/20,489.8290372
6/15/20,371.9723104
6/16/20,816.9051407
6/17/20,750.1950054
6/18/20,795.5305276
6/19/20,561.2668008
6/20/20,423.7199115
6/21/20,379.154039
6/22/20,245.1889345
6/23/20,595.9894806
6/24/20,793.9407552
6/25/20,654.2103124
6/26/20,483.4858764
6/27/20,479.9972003
6/28/20,322.6573043
6/29/20,211.6391884
6/30/20,679.9078756
7/1/20,676.2000665
7/2/20,538.1579524
7/3/20,582.4053794
7/4/20,475.3462109
7/5/20,98.01672485
7/6/20,201.4672652
7/7/20,627.0063809
7/8/20,768.6323916
7/9/20,745.5883547
7/10/20,677.3854169
7/11/20,523.6042868
7/12/20,373.4484228
7/13/20,524.1648306
7/14/20,706.0414956
7/15/20,834.2187602
7/16/20,885.5104785
7/17/20,831.5576466
7/18/20,772.2705096
7/19/20,562.7520927
7/20/20,445.4825141
7/21/20,705.9970088
7/22/20,1060.913684
7/23/20,1083.691404
7/24/20,967.4575422
7/25/20,991.8463058
7/26/20,693.1375293
7/27/20,513.649785
7/28/20,1341.439265
7/29/20,1273.581398
7/30/20,1300.257247
7/31/20,1276.203073
8/1/20,1150.763959
8/2/20,895.4950207
8/3/20,619.3587344
8/4/20,1210.843338
8/5/20,1223.565026
8/6/20,1394.103688
8/7/20,1328.367732
8/8/20,1050.741206
8/9/20,716.5458581
8/10/20,592.2304603
8/11/20,1019.550108
8/12/20,1384.549983
8/13/20,1495.940607
8/14/20,1209.171265
8/15/20,1093.906092
8/16/20,776.0636617
8/17/20,637.0190966
8/18/20,1060.804773
8/19/20,1425.72683
8/20/20,1291.772019
8/21/20,1192.454102
8/22/20,1114.762654
8/23/20,522.5063191
8/24/20,541.1163957
8/25/20,1027.153581
8/26/20,1343.726055
8/27/20,1112.632345
8/28/20,1192.092911
8/29/20,995.7909592
8/30/20,397.1372744
8/31/20,478.1013725
9/1/20,1054.023919
9/2/20,1227.341032
9/3/20,920.6722743
9/4/20,1122.097379
9/5/20,923.6127272
9/6/20,391.8058167
9/7/20,380.3093415
9/8/20,892.303692
9/9/20,747.0763519
9/10/20,856.1673459
9/11/20,1191.763211
9/12/20,875.3440731
9/13/20,311.6872085
9/14/20,171.8484604
9/15/20,855.6661742
9/16/20,1160.983806
9/17/20,1167.696708
9/18/20,894.4120044
9/19/20,755.3728233
9/20/20,455.7742458
9/21/20,229.1013089
9/22/20,871.3306668
9/23/20,1129.365117
9/24/20,956.5044934
9/25/20,777.9999179
9/26/20,821.0755657
9/27/20,375.3223647
9/28/20,120.4604139
9/29/20,863.0286414
9/30/20,1034.654313
10/1/20,888.4701409
10/2/20,864.2406591
10/3/20,769.5468252
10/4/20,248.9313845
10/5/20,225.4573854
10/6/20,846.8364587
10/7/20,901.1635337
10/8/20,819.5769898
10/9/20,908.8095039
10/10/20,760.2965682
10/11/20,279.0545943
10/12/20,359.5780553
10/13/20,768.7805338
10/14/20,943.9219077
10/15/20,804.42515
10/16/20,846.9375788
10/17/20,762.4084119
10/18/20,369.1711026
10/19/20,334.6685072
10/20/20,751.5491721
10/21/20,1070.726109
10/22/20,907.6099342
10/23/20,974.8788579
10/24/20,873.5138445
10/25/20,492.0328415
10/26/20,367.9111579
10/27/20,813.1125578
10/28/20,1194.101395
10/29/20,977.3485682
10/30/20,1001.527606
10/31/20,830.9925332
11/1/20,524.9251083
11/2/20,388.4202567
11/3/20,853.0917597
11/4/20,1534.380596
11/5/20,1106.764415
11/6/20,1039.481152
11/7/20,1045.226518
11/8/20,684.8189171
11/9/20,582.379524
11/10/20,1132.027937
11/11/20,1520.748853
11/12/20,1334.441649
11/13/20,1185.362228
11/14/20,1174.015046
11/15/20,735.8759577
11/16/20,746.3387161
11/17/20,1311.538653
11/18/20,1559.102126
11/19/20,1684.643496
11/20/20,1790.629168
11/21/20,1682.614719
11/22/20,945.1197801
11/23/20,938.308042
11/24/20,1647.894914
11/25/20,2164.342541
11/26/20,2268.709919
11/27/20,1587.586227
11/28/20,1376.251015
11/29/20,775.9367448
11/30/20,928.332189
12/1/20,1928.794113
12/2/20,2369.009182
12/3/20,2289.81416
12/4/20,2218.854086
12/5/20,2238.804455
12/6/20,1595.853594
12/7/20,1321.661063
12/8/20,2501.646624
12/9/20,3115.15176
12/10/20,3000.792794
12/11/20,3116.830511
12/12/20,2552.096639
12/13/20,1583.80711
12/14/20,1505.74653
12/15/20,2646.362098
12/16/20,3252.389461
12/17/20,3235.034647
12/18/20,3329.0328
12/19/20,2559.195501
12/20/20,1791.263663
12/21/20,1766.30572
12/22/20,2795.300189
12/23/20,3614.315995
12/24/20,3365.599607
12/25/20,2943.657999
12/26/20,1803.011354
12/27/20,952.5077766
12/28/20,1466.633647
12/29/20,2816.593942
12/30/20,3633.03998
12/31/20,3279.130083
1/1/21,2548.71729
1/2/21,2193.855073
1/3/21,1585.682106
1/4/21,1684.861035
1/5/21,3151.118087
1/6/21,4120.124012
1/7/21,3699.155114
1/8/21,3232.641859
1/9/21,3308.025448
1/10/21,2332.389075
1/11/21,1914.194346
1/12/21,3496.514508
1/13/21,4613.284628
1/14/21,4032.622565
1/15/21,3573.553192
1/16/21,3571.302074
1/17/21,2446.971361
1/18/21,2066.828289
1/19/21,3416.673964
1/20/21,3180.131685
1/21/21,3907.087352
1/22/21,3691.726832
1/23/21,3506.593133
1/24/21,2343.489818
1/25/21,1544.293943
1/26/21,3186.836415
1/27/21,4091.520823
1/28/21,4441.237766
1/29/21,3674.738315
1/30/21,3436.609525
1/31/21,2130.047627
2/1/21,1681.809388
2/2/21,3440.467102
2/3/21,4159.515428
2/4/21,3640.829589
2/5/21,4291.181325
2/6/21,3686.356344
2/7/21,1567.514115
2/8/21,1392.518694
2/9/21,3167.290623
2/10/21,3793.419679
2/11/21,3673.54843
2/12/21,3862.309685
2/13/21,4063.708048
2/14/21,1973.308267
2/15/21,1164.914175
2/16/21,2509.192522
2/17/21,2701.279636
2/18/21,3349.879013
2/19/21,3150.914681
2/20/21,2474.909568
2/21/21,797.5302647
2/22/21,528.4840796
2/23/21,2264.527987
2/24/21,2300.613903
2/25/21,2776.191007
2/26/21,2693.879423
2/27/21,1809.816491
2/28/21,931.2799221
3/1/21,983.4403822
3/2/21,2345.967293
3/3/21,2324.744959
3/4/21,2945.284567
3/5/21,1776.389076
3/6/21,1410.223782
3/7/21,890.0579345