date,ILITOTAL,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,NUM. OF PROVIDERS,TOTAL PATIENTS
12/7/2009,17081,2.44773,2.345,6275,5785,2014,728401
12/14/2009,14575,2.64594,2.71435,6078,4127,1934,536961
12/21/2009,15613,2.61567,2.67667,6598,3726,1937,583299
12/28/2009,14299,1.90712,1.98284,4998,3961,1996,721138
1/4/2010,14088,1.86738,1.82749,4877,4614,2016,770895
1/11/2010,14757,1.88072,1.92606,5399,5079,2053,766177
1/18/2010,15122,1.96908,1.92495,5333,5655,2026,785580
1/25/2010,16037,2.11387,2.08877,5816,6142,1996,767773
2/1/2010,15381,2.09695,2.03434,5496,5577,1977,756068
2/8/2010,15065,1.90294,1.97649,5388,5536,1954,762208
2/15/2010,16087,1.96951,1.99362,5040,6207,1990,806925
2/22/2010,14486,1.92331,1.85383,4281,5685,1953,781411
3/1/2010,14354,1.89659,1.8673,4612,5270,1946,768702
3/8/2010,12601,1.75181,1.69987,4063,4466,1933,741293
3/15/2010,11191,1.52632,1.49741,3625,4108,1917,747358
3/22/2010,10359,1.49572,1.45112,3408,3733,1875,713863
3/29/2010,8813,1.22313,1.20715,3090,2933,1850,730068
4/5/2010,8801,1.17754,1.17415,3117,3110,1831,749563
4/12/2010,8362,1.09112,1.16207,2921,3044,1765,719580
4/19/2010,8440,1.11958,1.17213,3081,2972,1755,720054
4/26/2010,7914,1.08169,1.12168,2781,2901,1710,705551
5/3/2010,7697,1.12497,1.14981,2851,2645,1664,669414
5/10/2010,7603,1.06197,1.13328,2816,2553,1624,670887
5/17/2010,6853,1.08909,1.08171,2636,2188,1497,633532
5/24/2010,6595,1.1776,1.19959,2413,2172,1421,549773
5/31/2010,5755,0.97493,0.952808,2147,1831,1435,604004
6/7/2010,5316,0.987132,0.916032,1975,1784,1405,580329
6/14/2010,5334,0.995991,0.926582,2027,1779,1384,575664
6/21/2010,4718,0.904726,0.86962,1754,1541,1347,542536
6/28/2010,4691,0.941927,0.903133,1753,1566,1353,519414
7/5/2010,4234,0.880415,0.773776,1458,1450,1284,547187
7/12/2010,3950,0.842615,0.742774,1323,1335,1265,531790
7/19/2010,3850,0.858382,0.730934,1290,1279,1250,526723
7/26/2010,4077,0.83383,0.786882,1381,1357,1241,518121
8/2/2010,4008,0.847437,0.763051,1378,1307,1212,525260
8/9/2010,4518,0.888273,0.841043,1485,1592,1225,537190
8/16/2010,4420,0.765372,0.791573,1520,1592,1235,558382
8/23/2010,5007,0.91858,0.912732,1564,1866,1170,548573
8/30/2010,5493,1.01432,1.03398,1850,1959,1198,531250
9/6/2010,5510,1.01233,0.934009,1720,2118,1210,589930
9/13/2010,6741,1.11803,1.08189,2134,2510,1206,623077
9/20/2010,6387,1.11806,1.06563,1995,2383,1254,599366
9/27/2010,8473,1.10939,1.13505,2627,3142,1838,746485
10/4/2010,9347,1.24341,1.25256,2953,3522,1875,746230
10/11/2010,9684,1.25726,1.2457,3044,3641,1907,777397
10/18/2010,9904,1.25734,1.26774,3226,3822,1929,781234
10/25/2010,11020,1.43414,1.43723,3451,4397,1947,766753
11/1/2010,11807,1.51838,1.53341,3927,4679,1940,769982
11/8/2010,13336,1.61617,1.69445,4416,5322,1921,787038
11/15/2010,12079,1.84378,1.9915,4598,4145,1938,606527
11/22/2010,13997,1.72535,1.81305,5045,4978,1964,772016
11/29/2010,14958,1.87923,2.01426,5060,5867,1936,742606
12/6/2010,18022,2.3371,2.55659,6300,7194,1916,704923
12/13/2010,19899,3.03533,3.38185,7295,7071,1840,588406
12/20/2010,20346,3.136,3.43172,7478,5764,1887,592880
12/27/2010,20026,2.53336,2.69151,6584,6342,1923,744043
1/3/2011,20721,2.91288,2.91063,6238,7773,1921,711908
1/10/2011,26257,3.44497,3.49232,7247,11243,1964,751850
1/17/2011,31975,4.16185,4.0037,8007,15291,1947,798637
1/24/2011,34284,4.55159,4.43534,8195,16366,1970,772974
1/31/2011,34456,4.46504,4.24215,8036,16516,1961,812230
2/7/2011,36567,4.55124,4.39719,8172,17493,1910,831600
2/14/2011,31277,4.0822,3.90256,7839,13718,1908,801449
2/21/2011,24627,3.38812,3.15073,6376,10496,1860,781629
2/28/2011,20377,2.99142,2.72422,5691,8427,1829,747993
3/7/2011,17309,2.61542,2.33336,5363,6702,1823,741807
3/14/2011,14031,2.09065,1.925,4400,5489,1790,728883
3/21/2011,12957,1.86146,1.75243,4189,5025,1770,739375
3/28/2011,11498,1.61377,1.57704,3701,4557,1723,729089
4/4/2011,9391,1.42199,1.35766,3164,3562,1681,691707
4/11/2011,8695,1.3382,1.31223,3139,3064,1651,662612
4/18/2011,7830,1.19995,1.14937,2895,2673,1612,681240
4/25/2011,7307,1.14889,1.11451,2532,2553,1585,655627
5/2/2011,7236,1.12194,1.10984,2551,2595,1556,651983
5/9/2011,6530,1.06712,1.0524,2353,2280,1516,620485
5/16/2011,6072,1.05058,1.03536,2213,2110,1381,586460
5/23/2011,5946,1.15203,1.11777,2249,1980,1357,531954
5/30/2011,5547,0.970975,0.982949,2040,1760,1296,564322
6/6/2011,4989,0.894683,0.925194,1812,1599,1279,539238
6/13/2011,4448,0.843568,0.835531,1604,1422,1251,532356
6/20/2011,4218,0.815409,0.832393,1472,1462,1225,506732
6/27/2011,4009,0.823052,0.855591,1423,1269,1211,468565
7/4/2011,3721,0.674635,0.706949,1255,1206,1220,526346
7/11/2011,3597,0.631883,0.694387,1243,1184,1203,518011
7/18/2011,3538,0.641513,0.687976,1251,1188,1179,514262
7/25/2011,3202,0.529813,0.644743,1088,1125,1175,496632
8/1/2011,3523,0.644089,0.67533,1207,1223,1175,521671
8/8/2011,3874,0.667718,0.72823,1342,1358,1191,531975
8/15/2011,4444,0.705668,0.806526,1505,1600,1195,551005
8/22/2011,4717,0.804155,0.860408,1528,1781,1200,548228
8/29/2011,4813,0.907804,0.936075,1622,1809,1184,514168
9/5/2011,5567,1.00555,0.966683,1788,2206,1196,575887
9/12/2011,5822,1.03601,0.996007,1816,2264,1201,584534
9/19/2011,6708,1.07583,1.10846,2248,2514,1213,605162
9/26/2011,9365,1.16092,1.20345,3106,3485,1850,778182
10/3/2011,9803,1.19785,1.23777,3317,3667,1883,791987
10/10/2011,9958,1.27926,1.25259,3324,3837,1905,794995
10/17/2011,10298,1.29194,1.30546,3453,4035,1900,788840
10/24/2011,11396,1.42824,1.45295,3634,4658,1925,784334
10/31/2011,11496,1.39803,1.44089,3949,4348,1946,797839
11/7/2011,11721,1.45831,1.46221,3923,4361,1900,801594
11/14/2011,10377,1.56548,1.65573,4125,3340,1918,626731
11/21/2011,11479,1.34313,1.46606,4237,3955,1904,782984
11/28/2011,11187,1.48139,1.51811,3995,4040,1898,736905
12/5/2011,12137,1.63398,1.66429,4579,4097,1872,729258
12/12/2011,11958,1.83126,1.85274,5016,3535,1851,645424
12/19/2011,12356,2.10451,2.12413,5243,3184,1821,581697
12/26/2011,11992,1.73625,1.76709,4514,3393,1891,678631
1/2/2012,11543,1.55066,1.5434,4059,3636,1883,747894
1/9/2012,11939,1.62891,1.64762,4364,4030,1887,724623
1/16/2012,13209,1.76038,1.6843,4766,4802,1891,784244
1/23/2012,14448,1.92728,1.86354,5218,5336,1885,775298
1/30/2012,14624,1.91994,1.86408,5028,5555,1875,784516
2/6/2012,15929,2.09951,2.01839,5277,5994,1884,789193
2/13/2012,16137,2.23973,2.10385,5246,5990,1853,767022
2/20/2012,16518,2.21921,2.09555,5219,6239,1826,788242
2/27/2012,15763,2.16693,2.10398,4811,6493,1816,749198
3/5/2012,17150,2.38913,2.2941,5175,6768,1819,747570
3/12/2012,14524,1.96466,1.92223,4422,5683,1780,755579
3/19/2012,13017,1.84229,1.74239,3807,5256,1753,747079
3/26/2012,11930,1.68674,1.67601,3582,4631,1729,711808
4/2/2012,10732,1.53136,1.49637,3253,4059,1707,717202
4/9/2012,10123,1.37912,1.38202,3001,4020,1699,732480
4/16/2012,9370,1.29515,1.28926,2638,3802,1675,726772
4/23/2012,8999,1.39521,1.35803,2509,3671,1564,662649
4/30/2012,8576,1.32522,1.30833,2524,3468,1546,655492
5/7/2012,8062,1.23059,1.26692,2465,3087,1503,636347
5/14/2012,7878,1.23028,1.27731,2545,3011,1415,616765
5/21/2012,7153,1.26877,1.2991,2480,2601,1409,550614
5/28/2012,6765,1.10782,1.16297,2336,2352,1365,581700
6/4/2012,6133,1.09559,1.08612,2231,2024,1289,564670
6/11/2012,6048,1.11031,1.0568,2259,1974,1295,572296
6/18/2012,5786,1.10616,1.07871,2168,1850,1260,536380
6/25/2012,5291,1.10816,1.04662,1911,1706,1271,505533
7/2/2012,5185,0.999444,0.928152,1913,1751,1240,558637
7/9/2012,4931,0.924199,0.901936,1818,1640,1223,546713
7/16/2012,5103,0.949257,0.915356,1752,1721,1250,557488
7/23/2012,5159,0.978903,0.952548,1728,1706,1240,541600
7/30/2012,5026,0.925024,0.916661,1660,1718,1248,548294
8/6/2012,5051,0.848456,0.901787,1721,1755,1238,560110
8/13/2012,6141,1.04451,1.03315,2098,2128,1238,594395
8/20/2012,6318,1.0986,1.05238,1958,2335,1238,600354
8/27/2012,6296,1.22071,1.12713,1886,2294,1242,558585
9/3/2012,7382,1.24976,1.1866,2176,2870,1252,622114
9/10/2012,7656,1.22892,1.21415,2295,2972,1268,630563
9/17/2012,7807,1.29393,1.25198,2421,2867,1248,623572
9/24/2012,9395,1.23034,1.20559,2773,3691,1932,779285
10/1/2012,10158,1.3278,1.31929,2960,4007,1940,769959
10/8/2012,10585,1.33995,1.32737,3202,4233,1968,797444
10/15/2012,10913,1.37842,1.36688,3346,4268,1958,798388
10/22/2012,11061,1.50085,1.50535,3326,4422,1929,734781
10/29/2012,12674,1.65163,1.61273,3733,5145,1974,785871
11/5/2012,13623,1.76746,1.75208,4034,5526,1966,777534
11/12/2012,14650,2.30609,2.33365,4651,5387,1968,627772
11/19/2012,18521,2.16324,2.2268,5102,7018,2006,831730
11/26/2012,24877,2.83038,2.97657,6486,10857,2006,835762
12/3/2012,29432,3.43761,3.62552,7446,12945,1977,811800
12/10/2012,34332,4.30554,4.5532,8546,13971,1908,754019
12/17/2012,36588,6.06082,6.02598,9709,11391,1905,607171
12/31/2012,34103,4.64931,4.96368,8444,9108,1982,687051
1/7/2013,39896,4.32584,4.69072,8297,13424,1995,850531
1/14/2013,39441,4.51113,4.70473,8633,15992,2008,838326
1/21/2013,32426,4.2171,4.1646,7441,13439,1978,778610
1/28/2013,29808,3.78956,3.69533,6609,12653,1963,806640
2/4/2013,24987,3.29206,3.2363,5757,10816,1931,772086
2/11/2013,22321,3.0197,2.89421,5289,9395,1926,771229
2/18/2013,20519,2.71499,2.71742,5099,8415,1940,755092
2/25/2013,19231,2.4845,2.52297,4633,7981,1893,762238
3/4/2013,18829,2.57808,2.55227,4791,7709,1884,737736
3/11/2013,17392,2.39237,2.43225,4480,7065,1846,715059
3/18/2013,15254,2.06778,2.10851,3957,6095,1825,723449
3/25/2013,13714,1.90281,1.94725,3830,5204,1811,704276
4/1/2013,12273,1.65902,1.74859,3516,4299,1769,701881
4/8/2013,10818,1.43006,1.49713,3110,3929,1742,722583
4/15/2013,9188,1.27757,1.32313,2707,3509,1732,694415
4/22/2013,8589,1.19009,1.22647,2588,3364,1711,700300
4/29/2013,7986,1.09556,1.19614,2439,3142,1675,667648
5/6/2013,7704,1.08589,1.19049,2422,2877,1630,647130
5/13/2013,7317,1.07343,1.17426,2431,2583,1582,623114
5/20/2013,6589,1.01677,1.13342,2230,2219,1489,581338
5/27/2013,6190,1.04847,1.14306,2109,2094,1486,541528
6/3/2013,5638,0.920349,1.00881,1983,1779,1421,558875
6/10/2013,5539,0.920779,1.02358,1969,1713,1419,541138
6/17/2013,5474,0.904333,1.00138,1877,1766,1405,546643
6/24/2013,4915,0.83057,0.909498,1703,1581,1389,540408
7/1/2013,4506,0.862837,0.950042,1594,1489,1357,474295
7/8/2013,4510,0.732182,0.829299,1576,1491,1362,543833
7/15/2013,4186,0.724558,0.802109,1432,1405,1341,521874
7/22/2013,4233,0.740848,0.806333,1416,1464,1325,524969
7/29/2013,3886,0.726037,0.796937,1216,1284,1290,487617
8/5/2013,4075,0.755639,0.779136,1367,1338,1299,523015
8/12/2013,4168,0.761847,0.797653,1364,1366,1276,522533
8/19/2013,4317,0.779896,0.825485,1331,1561,1265,522965
8/26/2013,5053,0.899138,0.935469,1499,1814,1260,540157
9/2/2013,5626,0.999524,1.04345,1681,2035,1317,539175
9/9/2013,6374,1.0558,1.09107,1926,2437,1307,584196
9/16/2013,7110,1.0967,1.20108,2175,2683,1290,591969
9/23/2013,7963,1.24709,1.26179,2393,2963,1364,631088
9/30/2013,9677,1.15746,1.13249,2974,3769,1960,854487
10/7/2013,10420,1.27184,1.21121,3276,3925,1990,860298
10/14/2013,10658,1.31623,1.25682,3483,3880,2018,848016
10/21/2013,12036,1.37444,1.37097,3930,4484,2027,877917
10/28/2013,12502,1.46781,1.42956,4045,4642,2028,874537
11/4/2013,13498,1.5834,1.53588,4434,5062,2017,878845
11/11/2013,13927,1.60253,1.60267,4643,5000,2054,868987
11/18/2013,15168,1.72344,1.73267,4835,5579,2012,875411
11/25/2013,13975,2.11076,2.09858,4937,4313,2042,665926
12/2/2013,18920,2.1708,2.21374,5549,6579,2055,854664
12/9/2013,19398,2.36971,2.41674,5501,7046,2054,802651
12/16/2013,24697,3.15997,3.03071,6555,8406,2009,814891
12/23/2013,26988,4.59053,4.38724,7814,7485,2007,615148
12/30/2013,28654,4.28195,4.2112,7488,6726,2033,680424
1/6/2014,28147,3.56288,3.46492,6233,7881,2059,812343
1/13/2014,28370,3.36378,3.31698,6007,9517,2049,855297
1/20/2014,25502,3.39659,3.2407,5878,8858,2062,786928
1/27/2014,23484,3.11922,2.88598,5133,8714,2051,813726
2/3/2014,21085,2.83572,2.62172,4729,7711,2051,804244
2/10/2014,18195,2.48484,2.34067,4210,6717,2018,777340
2/17/2014,17234,2.2741,2.12059,4250,6121,2025,812700
2/24/2014,15914,2.07244,1.91094,3953,5875,1978,832786
3/3/2014,15044,1.98207,1.9023,3775,5575,1944,790831
3/10/2014,14024,1.82441,1.76619,3616,5022,1904,794024
3/17/2014,14926,1.82036,1.85791,3798,5611,1922,803374
3/24/2014,14661,1.75391,1.82094,3523,5812,1887,805133
3/31/2014,14637,1.74542,1.83453,3582,5659,1866,797863
4/7/2014,14206,1.67236,1.75446,3574,5587,1845,809707
4/14/2014,11723,1.51659,1.51636,3130,4279,1810,773101
4/21/2014,10814,1.44778,1.40334,2846,3770,1771,770592
4/28/2014,9648,1.29028,1.2593,2501,3591,1746,766139
5/5/2014,9775,1.37388,1.32482,2789,3615,1714,737834
5/12/2014,9033,1.34208,1.27576,2544,3256,1660,708049
5/19/2014,8797,1.34563,1.29483,2733,3068,1570,679395
5/26/2014,7658,1.21291,1.2261,2528,2459,1554,624582
6/2/2014,7229,1.19291,1.14538,2383,2349,1461,631143
6/9/2014,6783,1.14146,1.0678,2227,2181,1461,635233
6/16/2014,6369,1.06503,1.07269,2159,2009,1392,593740
6/23/2014,6038,1.12669,1.01298,2049,1917,1411,596063
6/30/2014,5352,0.947353,0.994705,1865,1688,1388,538049
7/7/2014,5295,0.944187,0.880862,1758,1623,1394,601116
7/14/2014,5083,0.934822,0.858173,1582,1621,1376,592305
7/21/2014,4765,0.81736,0.805152,1455,1450,1372,591814
7/28/2014,4942,0.852792,0.818781,1450,1655,1378,603580
8/4/2014,4744,0.746994,0.783735,1460,1528,1382,605307
8/11/2014,4980,0.761098,0.848703,1528,1631,1369,586778
8/18/2014,5305,0.767627,0.834146,1569,1813,1371,635980
8/25/2014,5799,0.862176,0.905981,1684,2184,1353,640080
9/1/2014,6050,0.984907,1.04506,1753,2258,1352,578913
9/8/2014,8130,1.16287,1.16816,2300,3316,1401,695966
9/15/2014,8888,1.22731,1.27649,2535,3650,1405,696282
9/22/2014,8874,1.2071,1.29758,2522,3447,1407,683887
9/29/2014,10150,1.16191,1.20612,2958,3994,1937,841540
10/6/2014,10977,1.30905,1.32485,3055,4437,1960,828544
10/13/2014,11941,1.37072,1.41192,3442,4728,2000,845727
10/20/2014,12292,1.43373,1.42547,3455,4955,2008,862314
10/27/2014,12313,1.42791,1.43909,3632,5102,2053,855608
11/3/2014,13853,1.61605,1.61532,4277,5799,2058,857601
11/10/2014,14062,1.65976,1.66473,4424,5816,1997,844700
11/17/2014,16674,2.05459,2.0058,4740,7322,2058,831289
11/24/2014,17602,2.53541,2.62227,5432,6848,2067,671251
12/1/2014,22905,2.54253,2.60749,6185,9106,2097,878430
12/8/2014,29172,3.60563,3.4178,7424,13050,2069,853532
12/15/2014,37382,4.90976,4.46555,9270,16418,2016,837119
12/22/2014,40533,5.98221,6.11497,10363,13951,1984,662849
12/29/2014,36891,5.47421,5.30979,9732,9406,1983,694773
12/29/2014,31483,4.21374,4.07898,7160,9589,1958,771835
1/5/2015,31204,4.21022,3.93762,7044,11966,1971,792459
1/12/2015,33221,4.25968,4.15076,7840,13949,1966,800359
1/19/2015,30621,3.97761,3.87899,7118,13159,1955,789407
1/26/2015,28151,3.63443,3.45794,6656,12093,1950,814097
2/2/2015,25218,3.26527,3.06359,6429,10328,1917,823153
2/9/2015,21109,2.93083,2.82646,5537,8164,1907,746836
2/16/2015,19178,2.54474,2.3599,4823,7280,1934,812660
2/23/2015,18441,2.47227,2.33472,4639,7116,1912,789858
3/2/2015,17833,2.35665,2.21286,4710,6748,1907,805881
3/9/2015,16695,2.17008,2.07619,4559,6084,1883,804117
3/16/2015,16122,2.04297,2.01267,4418,6003,1848,801027
3/23/2015,14975,1.954,1.94192,4174,5623,1819,771143
3/30/2015,13733,1.72287,1.74809,3903,4634,1820,785602
4/6/2015,12044,1.53694,1.50367,3448,4214,1813,800974
4/13/2015,10860,1.38283,1.43494,3182,4011,1768,756827
4/20/2015,11095,1.46265,1.45673,3203,4280,1753,761638
4/27/2015,10694,1.38934,1.42836,3106,4079,1735,748690
5/4/2015,9671,1.3468,1.35297,2805,3641,1688,714799
5/11/2015,9024,1.25452,1.33093,2754,3296,1622,678023
5/18/2015,7913,1.21636,1.28422,2593,2714,1579,616171
5/25/2015,6946,1.16734,1.13889,2211,2345,1505,609891
6/1/2015,6744,1.04654,1.10343,2109,2284,1455,611184
6/8/2015,5850,0.943661,0.970748,1734,2046,1459,602628
6/15/2015,5913,0.935046,0.998681,1897,1921,1445,592081
6/22/2015,5232,0.934726,0.978057,1678,1701,1417,534938
6/29/2015,5116,0.864118,0.866431,1546,1675,1428,590468
7/6/2015,4870,0.806535,0.827757,1487,1609,1411,588337
7/13/2015,4626,0.742747,0.797572,1383,1498,1401,580010
7/20/2015,4605,0.737859,0.811221,1415,1459,1352,567663
7/27/2015,4753,0.743224,0.821165,1392,1590,1364,578812
8/3/2015,4750,0.805251,0.819435,1330,1667,1340,579668
8/10/2015,5173,0.816943,0.848041,1429,1815,1356,609994
8/17/2015,5648,0.814518,0.888524,1687,2033,1362,635661
8/24/2015,5963,0.86067,0.962826,1636,2292,1354,619323
8/31/2015,5970,0.886704,1.02252,1714,2169,1349,583853
9/7/2015,7062,1.00845,1.08392,1993,2744,1369,651524
9/14/2015,7704,1.06625,1.17724,2178,2947,1367,654414
9/21/2015,7626,1.05995,1.1716,2170,2746,1332,650904
9/28/2015,10049,1.22559,1.24325,2849,3693,1963,808287
10/5/2015,10715,1.31066,1.3234,3016,4007,1976,809660
10/12/2015,11584,1.3711,1.40399,3263,4360,1995,825079
10/19/2015,11164,1.39171,1.37629,3141,4148,1999,811165
10/26/2015,12423,1.43712,1.46866,3563,4783,2048,845875
11/2/2015,12676,1.50165,1.533,3746,4725,2028,826877
11/9/2015,13484,1.59805,1.60841,3960,5076,2023,838344
11/16/2015,12158,1.89668,1.90047,3974,4073,2000,639738
11/23/2015,14617,1.67728,1.73645,4469,5076,2040,841777
11/30/2015,14986,1.78296,1.81945,4575,5384,2020,823657
12/7/2015,15396,1.87336,1.96571,5135,5105,2000,783227
12/14/2015,14839,2.32148,2.42021,5377,4317,1978,613128
12/21/2015,15679,2.40991,2.41083,5700,4011,1949,650356
12/28/2015,15654,1.94328,1.98859,4775,4494,2004,787192
1/4/2016,15517,1.99796,1.98985,4574,5362,2005,779809
1/11/2016,15661,2.11829,2.1071,4804,5380,2008,743249
1/18/2016,18143,2.25112,2.19256,5088,6882,2026,827482
1/25/2016,18944,2.37116,2.30014,5135,7353,2007,823602
2/1/2016,21774,2.80035,2.67574,5645,8434,2000,813755
2/8/2016,24681,3.16475,3.02427,5997,9325,1993,816098
2/15/2016,26423,3.15183,3.11328,6299,10127,1956,848718
2/22/2016,28468,3.3321,3.32788,6619,11415,1952,855439
2/29/2016,30481,3.56024,3.5918,6660,11856,1922,848628
3/7/2016,24894,3.05479,3.09262,5574,9334,1898,804948
3/14/2016,21940,2.76732,2.78803,5187,8489,1900,786936
3/21/2016,19603,2.44161,2.52371,4581,7392,1832,776752
3/28/2016,16769,2.03348,2.12928,3707,6403,1813,787543
4/4/2016,16261,1.98593,2.05142,3572,6595,1805,792672
4/11/2016,15437,1.91514,1.98957,3515,6357,1774,775895
4/18/2016,13836,1.69968,1.7858,3157,5557,1759,774777
4/25/2016,11870,1.57635,1.60144,2772,4729,1742,741210
5/2/2016,10707,1.3935,1.4743,2871,4046,1690,726244
5/9/2016,9798,1.29941,1.42286,2688,3630,1626,688612
5/16/2016,8787,1.18379,1.38196,2612,3126,1439,635835
5/23/2016,7997,1.13723,1.33712,2545,2620,1482,598077
5/30/2016,7201,1.04118,1.13894,2293,2313,1446,632252
6/6/2016,6768,0.971814,1.09641,2189,2171,1440,617287
6/13/2016,6024,0.863306,0.999559,2062,1905,1402,602666
6/20/2016,5686,0.833797,0.99095,1873,1810,1382,573793
6/27/2016,5118,0.784516,0.931253,1646,1641,1379,549582
7/4/2016,5078,0.734327,0.843118,1610,1599,1392,602288
7/11/2016,5044,0.698845,0.840286,1670,1621,1388,600272
7/18/2016,4925,0.723099,0.830065,1580,1624,1393,593327
7/25/2016,4596,0.663501,0.790428,1455,1496,1360,581457
8/1/2016,4868,0.69276,0.830826,1512,1639,1329,585923
8/8/2016,5265,0.710029,0.856796,1644,1914,1345,614499
8/15/2016,6260,0.834232,1.00746,1848,2364,1356,621362
8/22/2016,6504,0.992621,1.05868,1815,2651,1354,614349
8/29/2016,6623,1.01605,1.10028,1883,2604,1347,601938
9/5/2016,7639,1.07169,1.1457,2026,3073,1365,666755
9/12/2016,8229,1.10163,1.2189,2341,3298,1363,675119
9/19/2016,8505,1.18841,1.31113,2413,3334,1389,648678
9/26/2016,10864,1.2019,1.27386,3110,4169,1946,852842
10/3/2016,10997,1.23108,1.29342,3207,4078,1973,850228
10/10/2016,11926,1.26796,1.33097,3564,4452,1983,896035
10/17/2016,12648,1.36298,1.42662,3786,4769,2006,886570
10/24/2016,13790,1.48535,1.57071,4314,5287,1999,877947
10/31/2016,14258,1.55954,1.65146,4703,5193,1990,863356
11/7/2016,15160,1.64783,1.73309,4979,5610,2000,874739
11/14/2016,14208,1.91275,2.03388,5032,4567,2011,698566
11/21/2016,16605,1.81725,1.88331,5209,5655,2001,881694
11/28/2016,16961,1.91433,2.00292,5501,5812,2013,846813
12/5/2016,18463,2.21003,2.27731,5744,6724,2000,810736
12/12/2016,21565,2.73568,2.91465,6653,7469,1977,739882
12/19/2016,24900,3.36832,3.54919,7712,7144,1928,701569
