date,ILITOTAL,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,NUM. OF PROVIDERS,TOTAL PATIENTS
12/26/2016,24178,3.09689,3.08102,6716,6786,2024,784740
1/2/2017,24897,3.07346,3.01875,6020,8843,1997,824746
1/9/2017,28781,3.51643,3.40446,6399,12147,2029,845391
1/16/2017,31265,3.8027,3.52869,6958,14073,2021,886023
1/23/2017,36517,4.50313,4.10665,7452,17482,2024,889216
1/30/2017,42890,5.06308,4.7551,8110,20150,2027,901978
2/6/2017,41035,4.86009,4.65163,7726,18692,1967,882163
2/13/2017,40124,4.57916,4.57049,7649,17300,1987,877892
2/20/2017,30183,3.55674,3.45522,6129,12394,1995,873547
2/27/2017,28060,3.50417,3.29505,5854,11552,1971,851580
3/6/2017,25484,3.21511,3.16426,5503,10084,1958,805370
3/13/2017,27354,3.10088,3.14433,5514,11503,1940,869946
3/20/2017,24342,2.79056,2.87936,5145,10149,1899,845397
3/27/2017,19677,2.38547,2.36977,4488,8178,1906,830332
4/3/2017,15548,1.9703,1.93853,3909,5847,1861,802052
4/10/2017,13006,1.73442,1.64064,3306,4683,1845,792740
4/17/2017,11924,1.56303,1.4752,2997,4497,1846,808298
4/24/2017,10762,1.4128,1.37755,2890,4105,1795,781240
5/1/2017,10202,1.27492,1.33771,2751,3831,1767,762648
5/8/2017,9809,1.2834,1.34686,2685,3518,1746,728288
5/15/2017,8564,1.16663,1.26579,2341,3060,1614,676574
5/22/2017,7756,1.10977,1.25701,2311,2575,1569,617021
5/29/2017,7510,1.04333,1.16048,2412,2377,1493,647145
6/5/2017,6636,0.905151,1.04834,2049,2099,1470,633003
6/12/2017,6240,0.902718,0.992711,1930,1971,1469,628582
6/19/2017,5596,0.859531,0.961603,1771,1748,1422,581945
6/26/2017,5326,0.818998,0.955818,1728,1564,1456,557219
7/3/2017,4961,0.752505,0.827597,1545,1578,1405,599446
7/10/2017,4747,0.731146,0.811886,1549,1421,1384,584688
7/17/2017,4879,0.733295,0.818527,1576,1515,1377,596071
7/24/2017,4899,0.73102,0.829758,1529,1485,1390,590413
7/31/2017,4915,0.68834,0.828503,1559,1481,1386,593239
8/7/2017,5230,0.732049,0.885896,1603,1691,1350,590363
8/14/2017,6653,0.911188,1.05351,1964,2549,1379,631507
8/21/2017,7133,1.02105,1.11768,2076,2726,1370,638196
8/28/2017,7072,1.09495,1.14028,2073,2488,1384,620201
9/4/2017,8304,1.09475,1.13326,2372,2942,1485,732755
9/11/2017,8563,1.09775,1.17589,2544,3075,1484,728214
9/18/2017,9079,1.18882,1.23848,2840,3201,1468,733077
9/25/2017,12830,1.26682,1.28278,3844,4553,2205,1000168
10/2/2017,13269,1.30662,1.33419,4120,4453,2233,994535
10/9/2017,14319,1.34866,1.41293,4409,4993,2254,1013427
10/16/2017,15826,1.51871,1.57884,5003,5529,2251,1002381
10/23/2017,17068,1.74793,1.70723,5219,6133,2213,999750
10/30/2017,18994,1.87047,1.86372,6108,6625,2278,1019146
11/6/2017,21615,2.06674,2.09726,6805,7478,2281,1030631
11/13/2017,19817,2.28188,2.34372,6945,5876,2264,845535
11/20/2017,23755,2.28528,2.24895,7008,7476,2274,1056270
11/27/2017,24979,2.5848,2.49852,7230,8491,2263,999753
12/4/2017,31533,3.36711,3.20443,8297,11277,2255,984043
12/11/2017,42664,4.71836,4.4305,10464,14164,2204,962961
12/18/2017,44986,5.72036,5.46448,11301,11509,2122,823244
12/25/2017,47282,5.77543,5.37416,9426,11748,2235,879802
1/1/2018,56922,5.9083,5.54335,10082,17403,2251,1026852
1/8/2018,62937,6.49095,6.34203,12004,21873,2277,992379
1/15/2018,77468,7.17799,7.04897,13432,30671,2279,1098998
1/22/2018,86095,7.52851,7.79783,14854,37252,2265,1104089
1/29/2018,87646,7.38424,7.78892,15192,38457,2290,1125265
2/5/2018,75987,6.46068,6.83583,13340,31984,2215,1111598
2/12/2018,52961,4.95341,5.17354,10142,20394,2259,1023689
2/19/2018,35932,3.67274,3.55184,7190,13370,2194,1011645
2/26/2018,29109,3.2037,3.01348,6357,10841,2203,965961
3/5/2018,25928,2.78869,2.73862,5590,9479,2188,946753
3/12/2018,23785,2.50234,2.48438,5212,8635,2168,957380
3/19/2018,20696,2.41065,2.36593,4722,7216,2131,874750
3/26/2018,19067,2.07542,2.03306,4550,6211,2117,937849
4/2/2018,16672,1.78234,1.8062,4148,5508,2076,923041
4/9/2018,14892,1.61608,1.58958,3859,5269,2103,936850
4/16/2018,14572,1.53992,1.54077,3725,5343,2079,945759
4/23/2018,13273,1.53115,1.45326,3656,4810,2005,913326
4/30/2018,11617,1.29599,1.28242,3443,4132,1922,905868
5/7/2018,11067,1.18904,1.2243,3359,3766,1966,903948
5/14/2018,10646,1.24941,1.23385,3384,3429,1883,862825
5/21/2018,9608,1.14134,1.22391,3222,2982,1789,785022
5/28/2018,8688,0.988567,1.04866,2845,2551,1783,828488
6/4/2018,7570,0.895433,0.979381,2375,2242,1738,772937
6/11/2018,7374,0.892227,0.94819,2313,2161,1759,777692
6/18/2018,6932,0.877636,0.867741,2201,1906,1720,798856
6/25/2018,6249,0.77502,0.822957,2000,1862,1764,759335
7/2/2018,6502,0.725956,0.772384,1945,1900,1769,841809
7/9/2018,5786,0.68266,0.707466,1741,1720,1732,817849
7/16/2018,5496,0.640527,0.686508,1665,1643,1728,800573
7/23/2018,5617,0.64106,0.68859,1620,1772,1708,815725
7/30/2018,5864,0.706465,0.736093,1727,1786,1670,796639
8/6/2018,6542,0.708668,0.806323,1989,2172,1705,811337
8/13/2018,7309,0.825743,0.954211,2237,2467,1601,765973
8/20/2018,8117,0.864409,0.962249,2447,2836,1661,843545
8/27/2018,9536,1.10114,1.14153,2817,3346,1693,835370
9/3/2018,10063,1.15244,1.14726,2774,3659,1689,877135
9/10/2018,11190,1.20257,1.31197,3242,3950,1666,852916
9/17/2018,11714,1.25033,1.37701,3471,4185,1694,850685
9/24/2018,17839,1.41846,1.42429,4857,6300,2565,1252483
10/1/2018,18561,1.40418,1.48151,5307,6250,2609,1252846
10/8/2018,19930,1.47401,1.59449,5582,6799,2586,1249933
10/15/2018,21616,1.64257,1.72683,6242,7478,2646,1251776
10/22/2018,23154,1.79275,1.84522,6864,8285,2633,1254812
10/29/2018,24073,1.87043,1.93069,7504,8448,2645,1246860
11/5/2018,24347,1.98387,2.09114,7805,8050,2631,1164292
11/12/2018,24612,2.24169,2.41082,8598,7193,2586,1020898
11/19/2018,29080,2.14883,2.25019,8885,8787,2640,1292335
11/26/2018,28356,2.25531,2.30458,8803,9269,2633,1230419
12/3/2018,33098,2.64571,2.73758,10150,11373,2622,1209022
12/10/2018,38236,3.14075,3.24643,11507,12811,2571,1177786
12/17/2018,43904,3.97127,4.19267,13586,12026,2545,1047161
12/31/2018,42094,3.46125,3.63499,11675,9557,2609,1158023
1/7/2019,38752,3.07707,3.14077,9344,10744,2629,1233836
1/14/2019,41109,3.32915,3.36551,9668,14248,2633,1221478
1/21/2019,46113,3.81999,3.89305,10728,16925,2614,1184495
1/28/2019,55187,4.3419,4.5253,11606,22188,2639,1219521
2/4/2019,69442,4.88288,5.21525,13828,29688,2644,1331519
2/11/2019,69978,5.04211,5.43173,14224,29223,2628,1288318
2/18/2019,66345,4.88596,5.2776,13612,26456,2623,1257106
2/25/2019,58735,4.5499,4.59585,11622,23450,2634,1278001
3/4/2019,55348,4.38001,4.40341,11146,21736,2614,1256934
3/11/2019,53133,4.2288,4.13279,10975,20065,2622,1285646
3/18/2019,44786,3.68449,3.56166,9559,16537,2596,1257449
3/25/2019,37844,3.08744,3.05634,8621,13608,2587,1238213
4/1/2019,32905,2.69971,2.68251,7591,11757,2597,1226648
4/8/2019,27803,2.28549,2.26747,6739,9988,2542,1226170
4/15/2019,23122,2.01443,1.96931,6319,7894,2517,1174114
4/22/2019,20583,1.7141,1.72372,5689,6617,2490,1194101
4/29/2019,18848,1.56927,1.57693,5362,6203,2459,1195232
5/6/2019,17096,1.49991,1.46086,4785,5903,2415,1170273
5/13/2019,16349,1.50211,1.50759,4614,5488,2302,1084443
5/20/2019,15747,1.42357,1.40452,4597,5227,2205,1121166
5/27/2019,14770,1.39457,1.40617,4437,4659,2179,1050372
6/3/2019,13433,1.21776,1.23921,3930,4110,2235,1083994
6/10/2019,11618,1.11351,1.10622,3350,3607,2139,1050239
6/17/2019,10678,0.992293,1.01351,3046,3282,2141,1053569
6/24/2019,9986,0.947072,0.959926,2940,3106,2063,1040288
7/1/2019,8549,0.876088,0.873735,2433,2676,2111,978443
7/8/2019,8422,0.809956,0.795831,2344,2660,2090,1058265
7/15/2019,8111,0.755431,0.768849,2219,2570,2132,1054954
7/22/2019,7755,0.73346,0.748185,2128,2451,2117,1036508
7/29/2019,7874,0.72729,0.758451,2348,2436,2128,1038168
8/5/2019,8038,0.754637,0.77011,2089,2384,2146,1043747
8/12/2019,8987,0.730938,0.834825,2630,2828,2178,1076513
8/19/2019,10096,0.840615,0.942052,2907,3501,2147,1071703
8/26/2019,11817,0.989217,1.07895,3394,4220,2169,1095230
9/2/2019,13158,1.14059,1.20634,3801,4535,2189,1090741
9/9/2019,14831,1.23272,1.2757,3905,5499,2221,1162580
9/16/2019,15977,1.24529,1.39156,4463,5673,2198,1148137
9/23/2019,17414,1.33771,1.49698,4970,6104,2180,1163278
9/30/2019,21915,1.49064,1.50415,6218,7658,2896,1456967
10/7/2019,22953,1.59269,1.59823,6550,7638,2924,1436150
10/14/2019,24857,1.72517,1.73838,7273,8277,2950,1429897
10/21/2019,27419,1.83428,1.8605,7892,9349,2980,1473740
10/28/2019,28910,2.04049,2.01425,8658,10068,2989,1435277
11/4/2019,34586,2.39351,2.36364,10557,12551,3007,1463253
11/11/2019,37728,2.63245,2.64431,11446,13671,2976,1426760
11/18/2019,44148,2.91944,2.97548,12714,17049,2971,1483729
11/25/2019,43817,3.41066,3.44787,14389,14717,2971,1270842
12/2/2019,48877,3.2622,3.31577,13839,16389,2977,1474075
12/9/2019,56444,3.94308,3.86928,14728,21877,2947,1458774
12/16/2019,71584,5.06529,5.02757,17999,29177,2913,1423829
12/23/2019,95757,7.06161,7.15315,24097,34004,2905,1338669
12/30/2019,88681,5.91974,6.22926,21564,23383,2957,1423620
1/6/2020,75585,4.94176,5.06974,15547,22747,2987,1490905
1/13/2020,79746,5.33174,5.35782,16587,29657,2983,1488404
1/20/2020,90072,6.08106,6.0261,18558,35216,2984,1494697
1/27/2020,108307,6.74724,6.87271,20299,44117,2984,1575900
2/3/2020,111289,6.7998,7.08261,20270,45491,2994,1571300
2/10/2020,95418,6.11292,6.22068,17393,36909,2958,1533883
2/17/2020,79832,5.55671,5.62148,15233,28328,2909,1420123
2/24/2020,74809,5.12279,5.10226,13817,25487,2934,1466192
3/2/2020,78779,5.26652,5.28928,13888,26396,2901,1489410
3/9/2020,89571,5.67081,6.29229,14149,27752,2836,1423503
3/16/2020,78584,6.38029,7.35285,10790,17512,2798,1068755
3/23/2020,53142,4.91692,6.22687,5129,8322,2727,853431
3/30/2020,36251,3.78625,4.82995,2359,4852,2684,750546
4/6/2020,24974,2.80122,3.47366,1496,3426,2686,718953
4/13/2020,18265,2.12879,2.57382,1068,2666,2666,709645
4/20/2020,15164,1.73315,2.02032,926,2317,2652,750576
4/27/2020,12817,1.40932,1.62094,864,2098,2624,790715
5/4/2020,11066,1.18336,1.35262,729,1889,2611,818113
5/11/2020,10480,1.11451,1.23819,788,1960,2601,846400
5/18/2020,11735,1.00534,1.07598,1224,2402,2971,1090638
5/25/2020,9614,0.88827,0.885843,805,1898,2950,1085294
6/1/2020,9325,0.814062,0.819928,802,1969,2931,1137295
6/8/2020,9580,0.836751,0.814575,881,2141,2902,1176074
6/15/2020,11866,0.928456,0.950979,1006,2679,2935,1247767
6/22/2020,15499,1.14217,1.20306,1216,3491,2896,1288294
6/29/2020,17843,1.27401,1.38424,1395,3970,2897,1289006
7/6/2020,20046,1.34951,1.47311,1545,4094,2918,1360798
7/13/2020,19260,1.34471,1.43761,1658,4075,2894,1339726
7/20/2020,16533,1.22153,1.21898,1634,3560,2953,1356301
7/27/2020,15524,1.15258,1.15067,1609,3497,2992,1349125
8/3/2020,14117,1.0626,1.05662,1570,3271,2956,1336052
8/10/2020,13193,0.979884,0.981699,1592,3167,2978,1343895
8/17/2020,12952,0.969202,0.961833,1804,3283,2930,1346595
8/24/2020,13159,1.00022,0.970543,1866,3951,2967,1355839
8/31/2020,12316,0.920817,0.919002,1759,3609,2921,1340149
9/7/2020,13035,1.0355,0.978032,1999,3822,2915,1332779
9/14/2020,13049,0.974333,0.955677,2070,3628,2943,1365420
9/21/2020,14586,1.06462,1.03845,2286,4366,2941,1404590
9/28/2020,16466,1.09211,1.08024,2454,4715,3246,1524289
10/5/2020,19144,1.21201,1.19451,2558,5239,3318,1602667
10/12/2020,17235,1.11151,1.09796,2313,4613,3301,1569727
10/19/2020,18133,1.18662,1.15393,2454,4834,3330,1571417
10/26/2020,18554,1.25262,1.18924,2512,4916,3421,1560158
11/2/2020,21370,1.44427,1.33759,2726,5825,3425,1597645
11/9/2020,22598,1.48969,1.37845,2776,5544,3391,1639379
11/16/2020,22709,1.56064,1.43236,2692,5342,3334,1585429
11/23/2020,21313,1.61944,1.49959,2484,4584,3333,1421255
11/30/2020,22251,1.57347,1.44967,2597,4861,3339,1534905
12/7/2020,22103,1.51939,1.42617,2504,4692,3358,1549810
12/14/2020,20874,1.50599,1.39797,2482,4282,3299,1493163
12/21/2020,19836,1.55485,1.45725,2323,3564,3301,1361197
12/28/2020,22423,1.58903,1.53781,2583,3933,3280,1458113
12/28/2020,22711,1.47519,1.4348,2414,4549,3316,1582870
1/4/2021,19018,1.28752,1.2606,2297,3975,3278,1508647
1/11/2021,18350,1.25172,1.21098,2566,4056,3315,1515305
1/18/2021,16896,1.10177,1.12283,2558,3953,3324,1504764
1/25/2021,16098,1.16565,1.08237,2636,4015,3295,1487296
2/1/2021,14079,1.00609,0.975086,2552,3730,3246,1443873
2/8/2021,12591,0.986101,0.907555,2318,3144,3256,1387354
2/15/2021,13344,0.864388,0.860857,2543,3541,3276,1550083
2/22/2021,13000,0.828056,0.842356,2771,3540,3278,1543291
3/1/2021,14077,0.882103,0.902897,3218,3806,3284,1559093
3/8/2021,14574,0.908033,0.939382,3514,3856,3227,1551445
3/15/2021,15354,0.947577,0.96011,3817,3915,3201,1599192
3/22/2021,15993,0.975225,0.998141,4116,4089,3257,1602279
3/29/2021,18100,1.06101,1.07796,4731,4685,3277,1679101
4/5/2021,19165,1.08091,1.1089,5227,4907,3282,1728295
4/12/2021,19305,1.10326,1.1502,5763,5093,3248,1678407
4/19/2021,20099,1.13361,1.1834,6326,5503,3256,1698411
4/26/2021,19930,1.14992,1.20915,6822,5401,3227,1648268
5/3/2021,20367,1.19092,1.25462,7365,5491,3214,1623366
5/10/2021,21262,1.24677,1.26333,8352,5414,3193,1683010
5/17/2021,19675,1.14504,1.19095,7953,4967,3141,1652047
5/24/2021,20143,1.18454,1.25187,8502,4854,3140,1609033
5/31/2021,19182,1.12943,1.14521,8096,4645,3110,1674977
6/7/2021,19579,1.18866,1.18174,8503,4594,3068,1656791
6/14/2021,19890,1.21202,1.21001,8514,4609,3057,1643793
6/21/2021,20092,1.21342,1.21283,8369,4757,3055,1656615
6/28/2021,22371,1.26676,1.32905,8719,5309,3055,1683237
7/5/2021,25261,1.38728,1.44269,9193,5930,3067,1750965
7/12/2021,30545,1.6475,1.70926,10371,7170,3067,1787028
7/19/2021,35195,1.80199,1.91065,11132,8572,3050,1842048
7/26/2021,37756,1.94952,2.05206,11102,8900,3050,1839909
8/2/2021,40067,2.03548,2.15548,11264,10105,3042,1858843
8/9/2021,42721,2.1918,2.30581,11801,12275,3029,1852756
8/16/2021,43058,2.23897,2.30752,11982,13529,3028,1865986
8/23/2021,40864,2.26643,2.25253,11745,13053,3027,1814136
8/30/2021,39421,2.21298,2.21275,11705,12250,3021,1781535
9/6/2021,36193,2.045,2.00464,11248,11578,3059,1805463
9/13/2021,33976,1.90124,1.93759,10916,11380,3037,1753523
9/20/2021,29949,1.8442,1.84367,10133,10040,2877,1624427
9/27/2021,39606,2.03726,1.96383,13160,13177,3590,2016770
10/4/2021,37639,1.94864,1.90565,13073,11987,3580,1975130
10/11/2021,35684,1.92538,1.86005,12494,11448,3538,1918446
10/18/2021,36616,1.9789,1.89307,12858,11881,3572,1934216
10/25/2021,39986,2.1334,2.08583,13295,14444,3578,1917029
11/1/2021,44242,2.25788,2.22432,14559,15933,3601,1989010
11/8/2021,47047,2.41079,2.35599,14735,17350,3591,1996913
11/15/2021,43297,2.51762,2.45722,14913,13394,3584,1762035
11/22/2021,52671,2.55244,2.56131,15161,17338,3608,2056405
11/29/2021,55027,2.72476,2.71523,14968,19950,3613,2026604
12/6/2021,62539,3.14645,3.09817,16285,23449,3584,2018579
12/13/2021,79184,4.00686,4.07763,18514,25049,3564,1941911
12/20/2021,113921,4.90468,5.07044,24118,28970,3532,2246767
12/27/2021,93323,4.32906,4.28249,17048,24806,3562,2179176
1/3/2022,69158,3.5344,3.41512,12222,20205,3568,2025052
1/10/2022,48685,2.82024,2.68756,9526,13305,3573,1811493
1/17/2022,34720,2.06558,1.96884,7300,9503,3554,1763472
1/24/2022,25809,1.68092,1.55907,6083,7740,3488,1655407
1/31/2022,23719,1.44022,1.33898,6395,7604,3548,1771418
2/7/2022,23930,1.48974,1.37013,6915,8497,3545,1746548
2/14/2022,23620,1.46266,1.369,7065,8336,3546,1725348
2/21/2022,25789,1.58728,1.42265,7422,9827,3541,1812738
2/28/2022,28073,1.70339,1.54633,8209,11091,3563,1815454
3/7/2022,31342,1.83335,1.6781,9041,12118,3535,1867703
3/14/2022,32433,1.87057,1.73106,9306,12647,3531,1873589
3/21/2022,34811,1.97612,1.85385,9612,13658,3518,1877763
3/28/2022,38128,2.07126,1.99356,10560,15181,3526,1912563
4/4/2022,40953,2.16302,2.12932,11334,16092,3518,1923288
4/11/2022,42072,2.20418,2.1826,11732,15745,3530,1927606
4/18/2022,44980,2.24681,2.21199,12656,16956,3520,2033467
4/25/2022,47787,2.3613,2.41398,12834,18627,3442,1979594
5/2/2022,53380,2.48314,2.58986,14818,20490,3465,2061117
5/9/2022,54062,2.45354,2.60388,15053,20742,3449,2076213
5/16/2022,53992,2.39624,2.64837,15267,20530,3409,2038685
5/23/2022,51879,2.4335,2.6443,15815,17513,3381,1961919
5/30/2022,45240,2.16334,2.29319,14154,13726,3373,1972798
6/6/2022,40250,1.98842,2.07391,12858,11205,3335,1940774
6/13/2022,37830,1.87678,1.91799,11865,9933,3387,1972377
6/20/2022,34570,1.80274,1.80161,11066,8513,3267,1918841
6/27/2022,34995,1.82355,1.79341,10585,8593,3379,1951308
7/4/2022,33011,1.67886,1.66862,9525,8111,3346,1978336
7/11/2022,32613,1.65939,1.64675,9361,8116,3348,1980449
7/18/2022,32040,1.67382,1.64792,9153,7859,3323,1944269
7/25/2022,29647,1.52704,1.51365,8661,7477,3346,1958644
8/1/2022,28923,1.50755,1.51374,8392,7907,3285,1910699
8/8/2022,31572,1.60507,1.6191,9479,9934,3329,1949974
8/15/2022,35788,1.83793,1.80999,10793,12593,3318,1977251
8/22/2022,37529,1.96433,1.89497,11526,13893,3299,1980457
8/29/2022,38334,2.02422,1.94821,12548,13475,3324,1967653
9/5/2022,39760,2.0351,1.9706,13400,14579,3350,2017659
9/12/2022,44666,2.28352,2.19756,15938,16694,3361,2032523
9/19/2022,46154,2.36029,2.29168,17047,16768,3383,2013977
9/26/2022,57318,2.61928,2.59379,18503,20141,3684,2209814
10/3/2022,63388,2.97342,2.85133,20623,22779,3720,2223106
10/10/2022,75615,3.33747,3.31688,23713,28368,3726,2279700
10/17/2022,109496,4.40914,4.4466,32012,45003,3788,2462467
10/24/2022,139247,5.46044,5.54702,37474,61015,3776,2510305
10/31/2022,140055,5.77391,5.67263,38651,57053,3793,2468962
11/7/2022,137419,5.95367,5.73531,34849,55229,3777,2396019
11/14/2022,164936,7.46674,7.37142,39539,62925,3765,2237505
11/21/2022,185673,7.22916,7.24012,38495,63623,3767,2564503
11/28/2022,167248,6.83803,6.82928,32316,62563,3750,2448985
12/5/2022,151672,6.32716,6.46231,28976,55613,3751,2347026
12/12/2022,129978,5.98024,6.1412,25500,41624,3715,2116491
12/19/2022,112531,5.33738,5.46656,22891,27251,3703,2058533
12/26/2022,92034,3.94632,4.07732,16651,21006,3740,2257219
1/2/2023,67720,2.95379,3.05773,12231,18061,3737,2214718
1/9/2023,57770,2.64461,2.70671,11720,16915,3730,2134322
1/16/2023,58231,2.63254,2.67225,12170,18680,3716,2179097
1/23/2023,59326,2.58785,2.68591,12686,19751,3734,2208786
1/30/2023,62258,2.59797,2.70465,13271,20964,3735,2301891
2/6/2023,59665,2.57397,2.6371,13127,19818,3695,2262519
2/13/2023,57223,2.53338,2.58651,13478,18410,3719,2212367
2/20/2023,55682,2.41141,2.44348,12693,18281,3725,2278801
2/27/2023,54686,2.36135,2.40445,12840,18388,3722,2274369
3/6/2023,54263,2.35552,2.43524,13086,17814,3713,2228243
3/13/2023,55394,2.31452,2.41343,13043,18685,3665,2295244
3/20/2023,53342,2.26061,2.34891,12413,18078,3688,2270922
3/27/2023,48355,2.13495,2.20628,11586,15673,3680,2191695
4/3/2023,46725,2.01808,2.0726,11151,14832,3665,2254413
4/10/2023,44507,1.91773,1.95437,9912,14788,3680,2277306
4/17/2023,44802,1.91233,1.97315,10041,15803,3677,2270577
4/24/2023,45582,1.95706,2.0174,10013,16115,3652,2259439
5/1/2023,45769,1.92178,1.99349,10187,16725,3654,2295923
5/8/2023,43287,1.88729,1.96641,9740,15517,3651,2201318
5/15/2023,41516,1.83862,1.91421,9389,14611,3516,2168837
5/22/2023,41589,1.85276,1.93847,9568,14220,3599,2145458
5/29/2023,36939,1.5823,1.69304,8309,11628,3581,2181818
6/5/2023,33880,1.49042,1.57482,7741,10223,3587,2151354
6/12/2023,30889,1.36728,1.44419,6998,8941,3580,2138841
6/19/2023,28486,1.2762,1.32397,6388,8012,3537,2151567
6/26/2023,26648,1.23526,1.29104,5944,7475,3567,2064071
7/3/2023,25903,1.1629,1.2019,5608,7043,3541,2155163
7/10/2023,25802,1.12986,1.19285,5718,6836,3558,2163061
7/17/2023,26417,1.17182,1.231,5812,7046,3550,2145981
7/24/2023,26895,1.20908,1.26141,5677,6966,3539,2132141
7/31/2023,29310,1.28087,1.35963,5980,7763,3519,2155733
8/7/2023,33660,1.45925,1.54011,6686,9758,3529,2185559
8/14/2023,40974,1.72145,1.82667,8230,13150,3521,2243104
8/21/2023,44113,1.94692,1.96229,8935,14534,3532,2248034
8/28/2023,44496,2.01848,2.01275,9528,14071,3533,2210702
9/4/2023,45006,1.9485,1.97708,9453,14780,3549,2276390
9/11/2023,47868,2.03099,2.11456,10817,16003,3552,2263734
9/18/2023,49264,2.10369,2.18035,11372,16110,3547,2259450
9/25/2023,55806,2.25758,2.24367,13419,18792,4095,2487262
10/2/2023,56896,2.29191,2.29444,14308,18291,4111,2479729
10/9/2023,61850,2.50619,2.49517,15618,19997,4096,2478788
10/16/2023,66922,2.6958,2.65943,16855,22080,4111,2516401
10/23/2023,71117,2.96143,2.92928,17570,24303,4047,2427801
10/30/2023,82769,3.456,3.39947,20940,28118,3857,2434760
